Gemeindeschlüsselnummer;Gemeindename;Personenanzahl
73345004013;Kandel, Stadt;2,1
73355001201;Lambsborn;2,1
73355008020;Kottweiler-Schwanden;2,1
73355008038;Ramstein-Miesenbach, Stadt;2,1
73355009024;Mackenbach;2,1
73355009040;Rodenbach (Landkreis Kaiserslautern);2,1
73355010014;Hirschhorn/ Pfalz;2,1
73355010042;Schneckenhausen;2,1
73355010046;Sulzbachtal;2,1
73355011018;Kindsbach;2,1
73355011023;Linden;2,1
73355011045;Stelzenberg;2,1
73355011047;Trippstadt;2,1
73365008019;Einöllen;2,1
73365008040;Herren-Sulzbach;2,1
73365008042;Hinzweiler;2,1
73365008043;Hohenöllen;2,1
73365008050;Kirrweiler;2,1
73365008053;Kreimbach-Kaulbach;2,1
73365008057;Langweiler;2,1
73365008060;Lohnweiler;2,1
73365008065;Nerzweiler;2,1
73365008069;Nußbach;2,1
73365008074;Odenbach;2,1
73365008105;Wolfstein, Stadt;2,1
73365009010;Breitenbach;2,1
73365009031;Glan-Münchweiler;2,1
73365009096;Steinbach am Glan;2,1
73365009102;Waldmohr, Stadt;2,1
73365010003;Altenglan;2,1
73365010009;Bosenbach;2,1
73365010015;Dennweiler-Frohnbach;2,1
73365010046;Horschbach;2,1
73365010068;Niederstaufenbach;2,1
73365010079;Rammelsbach;2,1
73365010094;Selchenbach;2,1
73365010106;Bedesbach;2,1
73375001054;Münchweiler am Klingbach;2,1
73375001501;Annweiler am Trifels, Stadt;2,1
73375002019;Dörrenbach;2,1
73375002029;Gleiszellen-Gleishorbach;2,1
73375002059;Oberotterbach;2,1
73375002060;Oberschlettenbach;2,1
73375003015;Burrweiler;2,1
73375003020;Edenkoben, Stadt;2,1
73375003084;Weyher in der Pfalz;2,1
73375005012;Böchingen;2,1
73375005022;Eschbach (Landkreis Südliche Weinstraße);2,1
73375005026;Frankweiler;2,1
73375005040;Heuchelheim-Klingen;2,1
73375006052;Maikammer;2,1
73375006070;Sankt Martin;2,1
73380017017;Limburgerhof;2,1
73380019019;Mutterstadt;2,1
73385008001;Altrip;2,1
73385008020;Neuhofen;2,1
73390030030;Ingelheim am Rhein, Stadt;2,1
73395001038;Münster-Sarmsheim;2,1
73395001040;Niederheimbach;2,1
73395001044;Oberdiebach;2,1
73395001045;Oberheimbach;2,1
73395001062;Waldalgesheim;2,1
73395001063;Weiler bei Bingen;2,1
73395002039;Nackenheim;2,1
73395003016;Engelstadt;2,1
73395003019;Gau-Algesheim, Stadt;2,1
73395003051;Schwabenheim an der Selz;2,1
73395007049;Oppenheim, Stadt;2,1
73395008002;Aspisheim;2,1
73405001001;Bobenthal;2,1
73405001002;Busenberg;2,1
73405001010;Erlenbach bei Dahn;2,1
73405001011;Fischbach bei Dahn;2,1
73405001045;Schönau (Pfalz);2,1
73405002005;Darstein;2,1
73405002057;Wilgartswiesen;2,1
73405003008;Eppenbrunn;2,1
73405003040;Ruppertsweiler;2,1
73405003052;Trulben;2,1
73405004007;Donsieders;2,1
73405004031;Merzalben;2,1
73405004032;Münchweiler an der Rodalb;2,1
73405006012;Geiselberg;2,1
73405006015;Heltersberg;2,1
73405006022;Höheinöd;2,1
73405008206;Contwig;2,1
73405009023;Höheischweiler;2,1
73405009037;Petersberg;2,1
73405009041;Saalstadt;2,1
73405009204;Biedershausen;2,1
81150003003;Böblingen, Stadt;2,1
81160019019;Esslingen am Neckar, Stadt;2,1
81160072072;Wernau (Neckar), Stadt;2,1
81160076076;Aichwald;2,1
81160077077;Filderstadt, Stadt;2,1
81160078078;Leinfelden-Echterdingen, Stadt;2,1
81165004011;Beuren (Landkreis Esslingen);2,1
81165006004;Altbach;2,1
81165006014;Deizisau;2,1
81165007058;Reichenbach an der Fils;2,1
81165009071;Wendlingen am Neckar, Stadt;2,1
81175004033;Kuchen;2,1
81175005026;Göppingen, Stadt;2,1
81175005055;Wangen;2,1
81175007031;Hohenstadt;2,1
81175008038;Rechberghausen;2,1
81175009012;Bad Boll;2,1
81175011020;Eschenbach;2,1
81180011011;Ditzingen, Stadt;2,1
81180046046;Kornwestheim, Stadt;2,1
81180048048;Ludwigsburg, Stadt;2,1
81180050050;Markgröningen, Stadt;2,1
81180051051;Möglingen;2,1
81180080080;Korntal-Münchingen, Stadt;2,1
81185002071;Tamm;2,1
81185004063;Pleidelsheim;2,1
81185004078;Freiberg am Neckar, Stadt;2,1
81185005049;Marbach am Neckar, Stadt;2,1
81190020020;Fellbach, Stadt;2,1
81190093093;Kernen im Remstal;2,1
81210000000;Heilbronn, Universitätsstadt;2,1
81250007007;Bad Wimpfen, Stadt;2,1
81255002006;Bad Rappenau, Stadt;2,1
81255008027;Erlenbach;2,1
81255014102;Weinsberg, Stadt;2,1
81275004047;Langenburg, Stadt;2,1
81275009056;Michelbach an der Bilz;2,1
81275009076;Schwäbisch Hall, Stadt;2,1
81280131131;Wertheim, Stadt;2,1
81280139139;Lauda-Königshofen, Stadt;2,1
81285004115;Tauberbischofsheim, Stadt;2,1
81360050050;Oberkochen, Stadt;2,1
81365005040;Leinzell;2,1
82150047047;Marxzell;2,1
82150102102;Eggenstein-Leopoldshafen;2,1
82150108108;Rheinstetten, Stadt;2,1
82150110110;Waldbronn;2,1
82160008008;Bühlertal;2,1
82165002007;Bühl, Stadt;2,1
82165003009;Durmersheim;2,1
82165004017;Gernsbach, Stadt;2,1
82165005043;Rastatt, Stadt;2,1
82255005058;Mosbach, Stadt;2,1
82255006113;Zwingenberg;2,1
82260018018;Eppelheim, Stadt;2,1
82260028028;Heddesheim;2,1
82260038038;Ladenburg, Stadt;2,1
82260041041;Leimen, Stadt;2,1
82260060060;Nußloch;2,1
82260076076;Sandhausen;2,1
82260082082;Schriesheim, Stadt;2,1
82260096096;Weinheim, Stadt;2,1
82260105105;Edingen-Neckarhausen;2,1
82260107107;Hirschberg an der Bergstraße;2,1
82265001013;Eberbach, Stadt;2,1
82265003031;Hemsbach, Stadt;2,1
82265007080;Schönau, Stadt;2,1
82265007099;Wilhelmsfeld;2,1
82355005084;Bad Teinach-Zavelstein, Stadt;2,1
82355008035;Höfen an der Enz;2,1
82365005043;Neuenbürg, Stadt;2,1
82370002002;Alpirsbach, Stadt;2,1
82370004004;Baiersbronn;2,1
82375002028;Freudenstadt, Stadt;2,1
83150068068;Lenzkirch;2,1
83155001006;Bad Krozingen, Stadt;2,1
83155003064;Kirchzarten;2,1
83155009043;Gottenheim;2,1
83155012074;Müllheim, Stadt;2,1
83155015037;Feldberg (Schwarzwald);2,1
83155016108;Staufen im Breisgau, Stadt;2,1
83165003011;Emmendingen, Stadt;2,1
83165003043;Teningen;2,1
83165005037;Riegel am Kaiserstuhl;2,1
83165006056;Waldkirch, Stadt;2,1
83175003034;Gengenbach, Stadt;2,1
83175004040;Haslach im Kinzigtal, Stadt;2,1
83175010096;Offenburg, Stadt;2,1
83175010100;Ortenberg;2,1
83175013145;Wolfach, Stadt;2,1
83175014146;Zell am Harmersbach, Stadt;2,1
83255003049;Rottweil, Stadt;2,1
83255005053;Schramberg, Stadt;2,1
83260031031;Königsfeld im Schwarzwald;2,1
83260052052;St. Georgen im Schwarzwald, Stadt;2,1
83265001012;Donaueschingen, Stadt;2,1
83265003055;Schonach im Schwarzwald;2,1
83265003060;Triberg im Schwarzwald, Stadt;2,1
83265004037;Mönchweiler;2,1
83265004065;Unterkirnach;2,1
83265004074;Villingen-Schwenningen, Stadt;2,1
83355002026;Gailingen am Hochrhein;2,1
83355005075;Singen (Hohentwiel), Stadt;2,1
83355005100;Rielasingen-Worblingen;2,1
83360084084;Steinen (Landkreis Lörrach);2,1
83360087087;Todtnau, Stadt;2,1
83360091091;Weil am Rhein, Stadt;2,1
83360105105;Grenzach-Wyhlen;2,1
83365003043;Inzlingen;2,1
83365003050;Lörrach, Stadt;2,1
83365006079;Schönau im Schwarzwald, Stadt;2,1
83365007081;Schopfheim, Stadt;2,1
83365008019;Eimeldingen;2,1
83370116116;Wehr, Stadt;2,1
83375003053;Hohentengen am Hochrhein;2,1
83375005049;Herrischried;2,1
83375007032;Dogern;2,1
83375007126;Waldshut-Tiengen, Stadt;2,1
84150019019;Eningen unter Achalm;2,1
84155003027;Gomadingen;2,1
84155005078;Bad Urach, Stadt;2,1
84160041041;Tübingen, Universitätsstadt;2,1
84175001010;Bitz;2,1
84175001079;Albstadt, Stadt;2,1
84175004036;Jungingen;2,1
84210000000;Ulm, Universitätsstadt;2,1
84255010098;Rechtenstein;2,1
84265001013;Bad Buchau, Stadt;2,1
84265003021;Biberach an der Riß, Stadt;2,1
84355001029;Kressbronn am Bodensee;2,1
84355002016;Friedrichshafen, Stadt;2,1
84355004054;Stetten (Landkreis Bodenseekreis);2,1
84355005020;Heiligenberg;2,1
84360049049;Isny im Allgäu, Stadt;2,1
84365005064;Ravensburg, Stadt;2,1
84375006008;Bingen;2,1
91710117117;Garching a.d.Alz;2,1
91710132132;Töging a.Inn, St;2,1
91720122122;Laufen, St;2,1
91720132132;Schönau a.Königssee;2,1
91730126126;Geretsried, St;2,1
91730147147;Wolfratshausen, St;2,1
91735108133;Kochel a.See;2,1
91735109127;Greiling;2,1
91740115115;Dachau, GKSt;2,1
91770117117;Erding, GKSt;2,1
91780120120;Eching (Landkreis Freising);2,1
91780124124;Freising, GKSt;2,1
91790121121;Fürstenfeldbruck, GKSt;2,1
91790142142;Olching, St;2,1
91800112112;Bad Kohlgrub;2,1
91800118118;Grainau;2,1
91800122122;Krün;2,1
91800136136;Wallgau;2,1
91805135115;Ettal;2,1
91805137132;Seehausen a.Staffelsee;2,1
91810130130;Landsberg am Lech, GKSt;2,1
91815143139;Schondorf am Ammersee;2,1
91820119119;Hausham;2,1
91830148148;Waldkraiburg, St;2,1
91840119119;Garching b.München, St;2,1
91840123123;Haar;2,1
91840130130;Ismaning;2,1
91840135135;Oberschleißheim;2,1
91840138138;Planegg;2,1
91840145145;Taufkirchen (Landkreis München);2,1
91840147147;Unterföhring;2,1
91840148148;Unterhaching;2,1
91840149149;Unterschleißheim, St;2,1
91850149149;Neuburg a.d.Donau, GKSt;2,1
91860143143;Pfaffenhofen a.d.Ilm, St;2,1
91870118118;Bernau a.Chiemsee;2,1
91870125125;Eggstätt;2,1
91870128128;Bad Endorf, M;2,1
91870150150;Kolbermoor, St;2,1
91870168168;Rimsting;2,1
91870177177;Stephanskirchen;2,1
91875160121;Breitbrunn a.Chiemsee;2,1
91880118118;Feldafing;2,1
91880139139;Starnberg, St;2,1
91880141141;Tutzing;2,1
91890111111;Altenmarkt a.d.Alz;2,1
91890124124;Inzell;2,1
91890143143;Seeon-Seebruck;2,1
91890145145;Siegsdorf;2,1
91890154154;Traunreut, St;2,1
91890157157;Trostberg, St;2,1
91890159159;Übersee;2,1
91895169146;Staudach-Egerndach;2,1
91895173162;Waging a.See, M;2,1
91900140140;Peiting, M;2,1
91900141141;Penzberg, St;2,1
91900148148;Schongau, St;2,1
91900157157;Weilheim i.OB, St;2,1
91905179152;Seeshaupt;2,1
92710146146;Plattling, St;2,1
92720120120;Grafenau, St;2,1
92720122122;Haidmühle;2,1
92720149149;Spiegelau;2,1
92725211145;Schöfweg;2,1
92730116116;Bad Abbach, M;2,1
92750137137;Obernzell, M;2,1
92750146146;Salzweg;2,1
92750154154;Vilshofen an der Donau, St;2,1
92755229152;Tittling, M;2,1
92755232112;Aidenbach, M;2,1
92755234143;Rotthalmünster, M;2,1
92760115115;Bayerisch Eisenstein;2,1
92760121121;Frauenau;2,1
92760138138;Regen, St;2,1
92760144144;Viechtach, St;2,1
92770116116;Eggenfelden, St;2,1
92770138138;Pfarrkirchen, St;2,1
92775241113;Bad Birnbach, M;2,1
93710151151;Sulzbach-Rosenberg, St;2,1
93720116116;Cham, St;2,1
93720126126;Furth im Wald, St;2,1
93720137137;Bad Kötzting, St;2,1
93720138138;Lam, M;2,1
93720171171;Waldmünchen, St;2,1
93720175175;Willmering;2,1
93730147147;Neumarkt i.d.OPf., GKSt;2,1
93740111111;Altenstadt a.d.Waldnaab;2,1
93740122122;Flossenbürg;2,1
93740124124;Grafenwöhr, St;2,1
93740139139;Neustadt a.d.Waldnaab, St;2,1
93740168168;Windischeschenbach, St;2,1
93745325119;Etzenricht;2,1
93745329154;Schirmitz;2,1
93750180180;Pentling;2,1
93750190190;Regenstauf, M;2,1
93750213213;Zeitlarn;2,1
93760161161;Schwandorf, GKSt;2,1
93765341144;Nabburg, St;2,1
93765344160;Schönsee, St;2,1
93765344167;Stadlern;2,1
93765344176;Weiding (Landkreis Schwandorf);2,1
93765346175;Wackersdorf;2,1
93770119119;Fuchsmühl, M;2,1
93770157157;Waldershof, St;2,1
93770158158;Waldsassen, St;2,1
94710140140;Hallstadt, St;2,1
94710195195;Strullendorf;2,1
94720139139;Gefrees, St;2,1
94720164164;Mehlmeisel;2,1
94725414155;Hummeltal;2,1
94725415199;Weidenberg, M;2,1
94730151151;Neustadt b.Coburg, GKSt;2,1
94730158158;Bad Rodach, St;2,1
94730159159;Rödental, St;2,1
94730175175;Weitramsdorf;2,1
94735418153;Niederfüllbach;2,1
94745420121;Ebermannstadt, St;2,1
94750113113;Berg (Landkreis Hof);2,1
94750128128;Geroldsgrün;2,1
94750141141;Köditz;2,1
94750158158;Oberkotzau, M;2,1
94750171171;Selbitz, St;2,1
94750189189;Zell im Fichtelgebirge, M;2,1
94755428137;Issigau;2,1
94755430181;Töpen;2,1
94755431145;Leupoldsgrün;2,1
94755432174;Sparneck, M;2,1
94755432184;Weißdorf;2,1
94760152152;Ludwigsstadt, St;2,1
94760179179;Tettau, M;2,1
94760183183;Marktrodach, M;2,1
94760184184;Wallenfels, St;2,1
94770139139;Marktschorgast, M;2,1
94770143143;Neuenmarkt;2,1
94770148148;Presseck, M;2,1
94770163163;Wirsberg, M;2,1
94775435156;Stadtsteinach, St;2,1
94775436138;Marktleugast, M;2,1
94775437135;Ludwigschorgast, M;2,1
94775437159;Untersteinach;2,1
94775439127;Ködnitz;2,1
94780139139;Lichtenfels, St;2,1
94780165165;Bad Staffelstein, St;2,1
94790129129;Kirchenlamitz, St;2,1
94790145145;Röslau;2,1
94795442159;Thierstein, M;2,1
94795443127;Hohenberg a.d.Eger, St;2,1
94795444138;Nagel;2,1
94795444161;Tröstau;2,1
95650000000;Schwabach;2,1
95710136136;Dinkelsbühl, GKSt;2,1
95720132132;Herzogenaurach, St;2,1
95725514120;Buckenhof;2,1
95730111111;Ammerndorf, M;2,1
95730120120;Langenzenn, St;2,1
95730122122;Oberasbach, St;2,1
95730134134;Zirndorf, St;2,1
95740112112;Altdorf b.Nürnberg, St;2,1
95740123123;Feucht, M;2,1
95740132132;Hersbruck, St;2,1
95740138138;Lauf a.d.Pegnitz, St;2,1
95740141141;Neunkirchen a.Sand;2,1
95740147147;Pommelsbrunn;2,1
95740152152;Röthenbach a.d.Pegnitz, St;2,1
95740157157;Schwarzenbruck;2,1
95745529131;Henfenfeld;2,1
95755519168;Uffenheim, St;2,1
95760151151;Wendelstein, M;2,1
95770114114;Muhr a.See;2,1
95770136136;Gunzenhausen, St;2,1
96710114114;Karlstein a.Main;2,1
96710121121;Goldbach, M;2,1
96710122122;Großostheim, M;2,1
96710124124;Haibach (Landkreis Aschaffenburg);2,1
96715603141;Mespelbrunn;2,1
96720112112;Bad Bocklet, M;2,1
96720127127;Hammelburg, St;2,1
96720135135;Münnerstadt, St;2,1
96730141141;Bad Königshofen i.Grabfeld, St;2,1
96735633142;Mellrichstadt, St;2,1
96735635163;Schönau a.d.Brend;2,1
96735639153;Ostheim v.d.Rhön, St;2,1
96735639182;Willmars;2,1
96740147147;Haßfurt, St;2,1
96740221221;Zeil a.Main, St;2,1
96750141141;Kitzingen, GKSt;2,1
96750165165;Schwarzach a.Main, M;2,1
96755619174;Volkach, St;2,1
96760134134;Klingenberg a.Main, St;2,1
96760139139;Miltenberg, St;2,1
96765627153;Rüdenau;2,1
96770129129;Frammersbach, M;2,1
96770131131;Gemünden a.Main, St;2,1
96770177177;Rieneck, St;2,1
96775620151;Kreuzwertheim, M;2,1
96775621181;Rothenfels, St;2,1
96775622169;Obersinn, M;2,1
96775624166;Neustadt a.Main;2,1
96775656170;Partenstein;2,1
96775656200;Wiesthal;2,1
96780115115;Bergrheinfeld;2,1
96780135135;Gochsheim;2,1
96780160160;Niederwerrn;2,1
96780176176;Schwebheim;2,1
96780178178;Sennfeld;2,1
96790147147;Höchberg, M;2,1
96790170170;Ochsenfurt, St;2,1
96790180180;Rimpar, M;2,1
96795646124;Eibelstadt, St;2,1
96795646187;Sommerhausen, M;2,1
96795646206;Winterhausen, M;2,1
96795651154;Kist;2,1
96795652161;Margetshöchheim;2,1
97720147147;Gersthofen, St;2,1
97720163163;Königsbrunn, St;2,1
97720184184;Neusäß, St;2,1
97720200200;Schwabmünchen, St;2,1
97720202202;Stadtbergen, St;2,1
97730144144;Lauingen (Donau), St;2,1
97740135135;Günzburg, GKSt;2,1
97750135135;Neu-Ulm, GKSt;2,1
97750152152;Senden, St;2,1
97770147147;Lechbruck am See;2,1
97770153153;Nesselwang, M;2,1
97785765171;Memmingerberg;2,1
97790131131;Donauwörth, GKSt;2,1
97800120120;Durach;2,1
97800145145;Wertach, M;2,1
97805742116;Bolsterlang;2,1
100430000000;Eppelborn;2,1
100440000000;Dillingen/ Saar, Stadt;2,1
100450000000;Bexbach, Stadt;2,1
120610000000;Bestensee;2,1
120615000000;Groß Köris;2,1
120640000000;Altlandsberg, Stadt;2,1
120680000000;Fehrbellin;2,1
120686000000;Herzberg (Mark);2,1
120690000000;Beelitz, Stadt;2,1
120700000000;Groß Pankow (Prignitz);2,1
120710000000;Drebkau, Stadt;2,1
120720000000;Am Mellensee;2,1
146260000000;Boxberg/O.L.;2,1
146285000000;Altenberg, Stadt;2,1
150810000000;Arendsee (Altmark), Stadt;2,1
150830000000;Barleben;2,1
150831000000;Wanzleben-Börde, Stadt;2,1
150835000000;Angern;2,1
150855000000;Ditfurt;2,1
150860000000;Biederitz;2,1
150870000000;Allstedt, Stadt;2,1
150875000000;Berga;2,1
150895000000;Bördeaue;2,1
150900000000;Bismark (Altmark), Stadt;2,1
160620000000;Ellrich, Stadt;2,1
160645000000;Bad Tennstedt, Stadt;2,1
160690000000;Eisfeld, Stadt;2,1
160725000000;Goldisthal;2,1
160760000000;Berga/Elster, Stadt;2,1
160775000000;Fockendorf;2,1
10515166119;Volsemenhusen;2,4
10515175039;Gudendorf;2,4
10515175054;Immenstedt (Kreis Dithmarschen);2,4
10535308008;Behlendorf;2,4
10535308009;Berkenthin;2,4
10535308034;Göldenitz;2,4
10535308067;Klempau;2,4
10535308120;Sierksrade;2,4
10535313002;Alt-Mölln;2,4
10535313037;Grambek;2,4
10535313095;Niendorf/ Stecknitz;2,4
10535313125;Talkau;2,4
10535318010;Besenthal;2,4
10535318015;Bröthen;2,4
10535323023;Dassendorf;2,4
10535323050;Hamwarde;2,4
10535323053;Hohenhorn;2,4
10535323135;Worth;2,4
10535343087;Lütau;2,4
10535358004;Bäk;2,4
10535358051;Harmsdorf (Kreis Herzogtum Lauenburg);2,4
10535358062;Kittlitz;2,4
10535358078;Kulpin;2,4
10535358098;Pogeez;2,4
10535373017;Brunstorf;2,4
10535373031;Fuhlenhagen;2,4
10535373036;Grabau (Kreis Herzogtum Lauenburg);2,4
10535373047;Gülzow (Kreis Herzogtum Lauenburg);2,4
10535373052;Havekost;2,4
10535373070;Köthel (Kreis Herzogtum Lauenburg);2,4
10535373071;Kollow;2,4
10535391039;Groß Boden;2,4
10535391044;Groß Schenkenberg;2,4
10535391109;Schiphorst;2,4
10535391122;Steinhorst (Kreis Herzogtum Lauenburg);2,4
10545417090;Norderfriedrichskoog;2,4
10545453013;Bondelum;2,4
10545453092;Norstedt;2,4
10545453123;Sollwitt;2,4
10545489027;Ellhöft;2,4
10545489077;Lexgaard;2,4
10545489124;Sprakebüll;2,4
10545492043;Hattstedtermarsch;2,4
10545492052;Horstedt (Kreis Nordfriesland);2,4
10545492097;Olderup;2,4
10545492157;Wisch (Kreis Nordfriesland);2,4
10565616030;Klein Offenseth-Sparrieshoop;2,4
10565616033;Seester;2,4
10565616042;Raa-Besenbek;2,4
10565660008;Bokholt-Hanredder;2,4
10565660011;Bullenkuhlen;2,4
10565660017;Groß Offenseth-Aspern;2,4
10565660022;Heede (Kreis Pinneberg);2,4
10565660026;Hemdingen;2,4
10565687032;Kummerfeld;2,4
10565687047;Tangstedt (Kreis Pinneberg);2,4
10565690016;Groß Nordende;2,4
10570008008;Bönebüttel;2,4
10575727034;Kirchnüchel;2,4
10575747023;Großbarkau;2,4
10575747086;Warnau;2,4
10575755028;Höhndorf;2,4
10575755041;Krummbek;2,4
10575755060;Prasdorf;2,4
10575775077;Selent;2,4
10575785080;Stolpe (Kreis Plön);2,4
10585803001;Achterwehr;2,4
10585803028;Bredenbek;2,4
10585803104;Melsdorf;2,4
10585824051;Felm;2,4
10585847056;Friedrichsholm;2,4
10585853071;Hamweddel;2,4
10585859105;Mielkendorf;2,4
10585888146;Schülldorf;2,4
10585889033;Brügge;2,4
10585889144;Schönbek;2,4
10585895159;Tappendorf;2,4
10595912131;Jerrishoe;2,4
10595912132;Jörl;2,4
10595912162;Sollerup;2,4
10595937157;Ringsberg;2,4
10595987037;Havetoft;2,4
10595996035;Groß Rheide;2,4
10605005009;Bimöhlen;2,4
10605005013;Borstel (Kreis Segeberg);2,4
10605005021;Föhrden-Barl;2,4
10605005095;Weddelbrook;2,4
10605024086;Tarbek;2,4
10605024087;Tensfeld;2,4
10605034065;Oering;2,4
10605043054;Lentföhrden;2,4
10605053029;Groß Niendorf (Kreis Segeberg);2,4
10605053041;Högersdorf;2,4
10605053088;Todesfelde;2,4
10605086061;Neuengörs;2,4
10605086070;Schackendorf;2,4
10615104016;Breitenberg (Kreis Steinburg);2,4
10615138065;Lohbarbek;2,4
10615138084;Peissen;2,4
10615153030;Grevenkop;2,4
10615168033;Hadenfeld;2,4
10625207019;Grabau (Kreis Stormarn);2,4
10625207046;Meddewade;2,4
10625207056;Pölitz;2,4
10625207065;Rümpel;2,4
10625218005;Bargfeld-Stegen;2,4
10625218027;Hammoor;2,4
10625218051;Nienwohld;2,4
10625218081;Tremsbüttel;2,4
10625244031;Heidekamp;2,4
10625244039;Klein Wesenberg;2,4
10625270026;Hamfelde (Kreis Stormarn);2,4
10625270086;Witzhave;2,4
31510025025;Sassenburg;2,4
31515401014;Jembke;2,4
31515401030;Tappenbeck;2,4
31515402024;Rühen;2,4
31515405012;Hillerse;2,4
31515405015;Leiferde;2,4
31515406001;Adenbüttel;2,4
31515406023;Rötgesbüttel;2,4
31515407010;Groß Oesingen;2,4
31515407033;Ummern;2,4
31515407036;Wahrenholz;2,4
31595401021;Jühnde;2,4
31595402006;Bodensee;2,4
31595402027;Rhumspringe;2,4
31595402037;Wollbrandshausen;2,4
31595403012;Elbingerode;2,4
31595404023;Landolfshausen;2,4
32510044044;Wagenfeld;2,4
32515401036;Stemshorn;2,4
32515402013;Drebber;2,4
32515402014;Drentwede;2,4
32515402017;Eydelstedt;2,4
32515403033;Schwarme;2,4
32515404003;Bahrenborstel;2,4
32515404021;Kirchdorf (Landkreis Diepholz);2,4
32515405006;Barver;2,4
32515405011;Dickel;2,4
32515405046;Wetschen;2,4
32515406001;Affinghausen;2,4
32515406028;Neuenkirchen (Landkreis Diepholz);2,4
32515406031;Scholen;2,4
32515407008;Borstel (Landkreis Diepholz);2,4
32515407034;Siedenburg, Flecken;2,4
32515407035;Staffhorst;2,4
32565408034;Warmsen;2,4
32565411023;Pennigsehl;2,4
32565411036;Wietzen;2,4
32575405014;Hespe;2,4
33515404001;Adelheidsdorf;2,4
33525404052;Stinstedt;2,4
33535402002;Asendorf (Landkreis Harburg);2,4
33535403039;Wenzendorf;2,4
33535405013;Gödenstorf;2,4
33535406006;Dohren (Landkreis Harburg);2,4
33535406022;Königsmoor;2,4
33535406027;Otter;2,4
33555402028;Radbruch;2,4
33555404035;Südergellersen;2,4
33555406005;Barendorf;2,4
33555407015;Echem;2,4
33575403035;Oerel;2,4
33575404003;Anderlingen;2,4
33575404014;Farven;2,4
33575404038;Rhade;2,4
33575405017;Groß Meckelsen;2,4
33575405029;Kalbe;2,4
33575406005;Bötersen;2,4
33575406037;Reeßum;2,4
33575407010;Bülstedt;2,4
33575407026;Hepstedt;2,4
