Gemeindeschlüsselnummer;Gemeindename;Durchschnittliche Wohnfläche je Wohnung (qm);Durchschnittliche Anzahl der Räume je Wohnung (qm)
65340002002;Angelburg;120,6;5,7
65340005005;Breidenbach;125,4;5,7
65340019019;Steffenberg;121,6;5,7
65340022022;Wohratal;128;5,7
65350003003;Feldatal;129,1;5,7
65350008008;Herbstein, Stadt;125,4;5,7
65350014014;Romrod, Stadt;128,7;5,7
66320008008;Haunetal, Marktgemeinde;124;5,7
66320010010;Hohenroda;121,3;5,7
66330030030;Wesertal;121,9;5,7
66340021021;Schrecksbach;123,5;5,7
66360008008;Meißner;121,3;5,7
66360015015;Weißenborn (Landkreis Werra-Meißner-Kreis);123,7;5,7
71315001004;Antweiler;131,3;5,7
71315001008;Barweiler;126,2;5,7
71315001026;Harscheid;136,6;5,7
71315001083;Wiesemscheid;136;5,7
71315004210;Wehr;121,7;5,7
71325003075;Niederdreisbach;118;5,7
71325003079;Nisterberg;119,2;5,7
71325006102;Seelbach bei Hamm (Sieg);119,7;5,7
71325009030;Fensdorf;127,1;5,7
71325009107;Steinebach/ Sieg;125,4;5,7
71325009108;Steineroth;120;5,7
71325010040;Gieleroth;130,9;5,7
71325010047;Helmenzen;133,8;5,7
71325010053;Hirz-Maulsbach;129,9;5,7
71325010057;Ingelbach;121,7;5,7
71325010088;Orfgen;136,1;5,7
71325010104;Seifen;126,1;5,7
71335001039;Hallgarten;129,5;5,7
71335006015;Braunweiler;129,7;5,7
71335006033;Gebroth;124,9;5,7
71335006044;Hergenfeld;132,8;5,7
71335006075;Oberstreit;131;5,7
71335006115;Winterbach (Landkreis Bad Kreuznach);128,1;5,7
71335010066;Merxheim;126,4;5,7
71335010072;Nußbaum;131,8;5,7
71335010111;Weiler bei Monzingen;126,1;5,7
71335011023;Daxweiler;130,3;5,7
71335011108;Waldlaubersheim;131,1;5,7
71345001008;Berschweiler bei Baumholder;127,2;5,7
71345002016;Buhlenberg;127,9;5,7
71345002018;Dambach;137,6;5,7
71345002020;Dienstweiler;125,3;5,7
71345002034;Hattgenstein;127;5,7
71345002048;Kronweiler;112,5;5,7
71345002078;Schmißberg;131,1;5,7
71345002094;Wilzenberg-Hußweiler;125,7;5,7
71345005004;Asbach;126,7;5,7
71345005017;Bundenbach;124,1;5,7
71345005025;Fischbach;115,3;5,7
71345005056;Mörschied;127,8;5,7
71345005087;Stipshausen;124,4;5,7
71355001021;Dohr;131,9;5,7
71355002023;Düngenheim;126,9;5,7
71355002033;Gamlen;127,7;5,7
71355002038;Hambuch;129,9;5,7
71355002075;Roes;121,4;5,7
71355003008;Beuren (Landkreis Cochem-Zell);121,4;5,7
71355003030;Filz;119,9;5,7
71355003035;Gillenbeuren;121,2;5,7
71355003078;Schmitt;124,9;5,7
71355003091;Wollmerath;137,4;5,7
71355005070;Panzweiler;142,9;5,7
71355005073;Pünderich;128,2;5,7
71355005076;Sankt Aldegund;121,8;5,7
71375002027;Gappenach;130,5;5,7
71375003035;Herresbach;128;5,7
71375003049;Kirchwald;125,3;5,7
71375003060;Langenfeld (Landkreis Mayen-Koblenz);124,2;5,7
71375009219;Nörtershausen;128,5;5,7
71385003201;Marienhausen;133,8;5,7
71385005078;Woldert;128,6;5,7
71405003021;Buch (Landkreis Rhein-Hunsrück-Kreis);128,6;5,7
71405003503;Mörsdorf;128,5;5,7
71405004028;Dickenschied;127;5,7
71405004154;Unzenberg;127,8;5,7
71405008008;Belgweiler;126,7;5,7
71405008012;Bergenhausen;132,2;5,7
71405008035;Ellern (Hunsrück);131,7;5,7
71405008056;Holzbach;117;5,7
71405008085;Liebshausen;135,1;5,7
71405008092;Mengerschied;127,5;5,7
71405008127;Riesweiler;134,6;5,7
71405009014;Bickenbach;127,1;5,7
71405009043;Gondershausen;123,9;5,7
71405009102;Ney;134,4;5,7
71405009110;Norath;126,1;5,7
71405009201;Beulich;124,4;5,7
71415003062;Horhausen;124,5;5,7
71415003076;Langenscheid;131,7;5,7
71415007019;Buch (Landkreis Rhein-Lahn-Kreis);127,8;5,7
71415007063;Hunzel;129,9;5,7
71415007067;Kasdorf;134,6;5,7
71415007078;Lautert;128,6;5,7
71415007100;Oberbachheim;117,1;5,7
71415007120;Ruppertshofen (Landkreis Rhein-Lahn-Kreis);128,5;5,7
71415007131;Strüth;127,9;5,7
71415007134;Weidenbach (Landkreis Rhein-Lahn-Kreis);142,2;5,7
71415009023;Dachsenhausen;125,6;5,7
71415009114;Reichenberg;121,2;5,7
71415010026;Dessighofen;131,3;5,7
71415010033;Dornholzhausen;127,9;5,7
71415011032;Dörsdorf;131,7;5,7
71415011050;Gutenacker;129,3;5,7
71415011065;Kaltenholzhausen;128,5;5,7
71415011074;Kördorf;126,2;5,7
71415011088;Mittelfischbach;124;5,7
71435001243;Hof (Landkreis Westerwaldkreis);128,9;5,7
71435001270;Neunkhausen;124,9;5,7
71435002267;Mudenbach;123,4;5,7
71435002269;Müschenbach;126,7;5,7
71435004021;Girod;126;5,7
71435005007;Caan;131,2;5,7
71435006245;Hüblingen;133;5,7
71435006274;Niederroßbach;128,5;5,7
71435006291;Salzburg;122,9;5,7
71435007019;Freirachdorf;129,6;5,7
71435007305;Weidenhahn;132,2;5,7
71435008011;Dreikirchen;131;5,7
71435008203;Arnshöfen;132,3;5,7
71435008502;Mähren;121,6;5,7
71435009228;Guckheim;126,6;5,7
71435009314;Winnen;135,9;5,7
71435010042;Leuterod;133;5,7
72315001041;Graach an der Mosel;113,6;5,7
72315001066;Kesten;124,4;5,7
72315006035;Gielert;125,4;5,7
72315006078;Lückenburg;127,3;5,7
72315008024;Dreis;126,4;5,7
72315008082;Meerfeld;114,6;5,7
72315008096;Niederscheidweiler;120,4;5,7
72315008101;Oberscheidweiler;128,1;5,7
72325001214;Dasburg;122,4;5,7
72325001233;Hargarten;128;5,7
72325001249;Kinzenburg;123,2;5,7
72325001253;Krautscheid;119,2;5,7
72325006209;Büdesheim;126,1;5,7
72325006227;Gondenbrett;127,7;5,7
72325006295;Pronsfeld;119,2;5,7
72325006300;Rommersheim;129,7;5,7
72325006320;Watzerath;120,1;5,7
72325007006;Auw an der Kyll;132,9;5,7
72325008013;Bettingen;128;5,7
72325008039;Fließem;126,3;5,7
72325008062;Ingendorf;126,2;5,7
72325008075;Malberg;114,9;5,7
72325008086;Nattenheim;125,8;5,7
72325008099;Oberweis;125,6;5,7
72325008113;Sankt Thomas;126,8;5,7
72325008134;Wiersdorf;129,1;5,7
72325008137;Wolsfeld;130,2;5,7
72325008210;Burbach;124,1;5,7
72325008501;Wißmannsdorf;129,6;5,7
72335001016;Demerath;127;5,7
72335001020;Dreis-Brück;121,2;5,7
72335001025;Gefell;134,7;5,7
72335001043;Meisburg;127,5;5,7
72335001049;Nerdlen;129,6;5,7
72335001074;Udler;124,2;5,7
72335004037;Katzwinkel;127,2;5,7
72335004205;Bodenbach;130,5;5,7
72335004210;Drees;123,2;5,7
72335004215;Höchstberg;118,5;5,7
72335004226;Mosbruch;122,9;5,7
72335004242;Uersfeld;122,8;5,7
72335006060;Salm;129,5;5,7
72335006083;Wiesbaum;130,9;5,7
72355001014;Damflos;127,7;5,7
72355001035;Grimburg;120,3;5,7
72355001092;Naurath (Wald);128,4;5,7
72355003148;Wiltingen;127,4;5,7
72355004050;Holzerath;122,5;5,7
72355006015;Detzem;131,6;5,7
72355007027;Franzenheim;123,8;5,7
72355007111;Ralingen;136,3;5,7
72355008081;Mandern;122,4;5,7
72355008098;Ockfen;127,3;5,7
72355008119;Schillingen;123,8;5,7
72355008142;Waldweiler;123,5;5,7
73315001005;Bechenheim;126,4;5,7
73315001042;Kettenheim;128;5,7
73315005017;Eckelsheim;126,4;5,7
73315007037;Gundheim;132,1;5,7
73315007049;Monzernheim;135,6;5,7
73335003017;Dreisen;133,2;5,7
73335003018;Einselthum;132,4;5,7
73335004040;Kriegsfeld;124,9;5,7
73335006080;Wartenberg-Rohrbach;129,8;5,7
73335007004;Bayerfeld-Steckweiler;129;5,7
73335007050;Niederhausen an der Appel;126,5;5,7
73335007084;Würzweiler;125,6;5,7
73355002048;Waldleiningen;128,6;5,7
73355008030;Niedermohr;136,9;5,7
73355008044;Steinwenden;136,1;5,7
73355010009;Frankelbach;136,4;5,7
73355010013;Heiligenmoschel;134,1;5,7
73355010046;Sulzbachtal;133,1;5,7
73355011021;Krickenbach;134,6;5,7
73355011027;Mittelbrunn;133,9;5,7
73365008019;Einöllen;126,8;5,7
73365008036;Hefersweiler;129,7;5,7
73365008044;Homberg;137,6;5,7
73365008053;Kreimbach-Kaulbach;122,3;5,7
73365008060;Lohnweiler;123,2;5,7
73365008061;Medard;119,4;5,7
73365008069;Nußbach;125,9;5,7
73365008073;Oberweiler-Tiefenbach;124,7;5,7
73365008074;Odenbach;124,8;5,7
73365008085;Reipoltskirchen;118,6;5,7
73365008090;Rutsweiler an der Lauter;128,9;5,7
73365009501;Quirnbach/ Pfalz;128,4;5,7
73365010022;Erdesbach;125,8;5,7
73365010024;Etschberg;130,2;5,7
73365010052;Konken;130,6;5,7
73365010067;Niederalben;123,7;5,7
73365010099;Ulmet;132,9;5,7
73365010103;Welchweiler;118,4;5,7
73375002006;Barbelroth;135,5;5,7
73375002046;Kapsweyer;128,5;5,7
73375002056;Niederotterbach;131,4;5,7
73395007064;Weinolsheim;135,2;5,7
73395008202;Wolfsheim;134,2;5,7
73405001033;Niederschlettenbach;128,9;5,7
73405001502;Bundenthal;122,9;5,7
73405002049;Spirkelbach;130;5,7
73405004003;Clausen;130,1;5,7
73405004027;Leimen;131;5,7
73405004031;Merzalben;130,9;5,7
73405006012;Geiselberg;134,6;5,7
73405006015;Heltersberg;131;5,7
73405006044;Schmalenberg;139;5,7
73405008209;Großbundenbach;132,7;5,7
73405008221;Riedelberg;130,1;5,7
73405009042;Schauerberg;132,9;5,7
73405009219;Obernheim-Kirchenarnbach;131,4;5,7
73405009228;Winterbach (Pfalz);134,2;5,7
81265005094;Zweiflingen;137,1;5,7
81365005049;Obergröningen;127,6;5,7
83275001004;Bärenthal;132,3;5,7
83275004006;Böttingen;130,8;5,7
84175005045;Nusplingen;125,6;5,7
84175005047;Obernheim;128,8;5,7
84255001004;Altheim (Landkreis Alb-Donau-Kreis);128,6;5,7
84255008112;Setzingen;128,2;5,7
84255010036;Emerkingen;131,4;5,7
84255010052;Grundsheim;118,9;5,7
84365001053;Königseggwald;133,6;5,7
84365001077;Unterwaldhausen;129,9;5,7
91715101124;Mehring (Landkreis Altötting);132,9;5,7
91730130130;Icking;157,1;5,7
91755112136;Emmering (Landkreis Ebersberg);136,2;5,7
91760137137;Kinding, M;140,3;5,7
91760148148;Mörnsheim, M;127,6;5,7
91775125122;Inning a.Holz;138,1;5,7
91835149115;Egglkofen;130,3;5,7
91850113113;Aresing;138,4;5,7
91855155166;Waidhofen;137,7;5,7
91860125125;Gerolsbach;137,7;5,7
91865158144;Pörnbach;137,9;5,7
91895170126;Kienberg;136,1;5,7
92725214119;Fürsteneck;135,2;5,7
92730159159;Painten, M;137,4;5,7
92735218119;Biburg;128,4;5,7
92735219163;Elsendorf;136;5,7
92745226114;Altfraunhofen;138,7;5,7
92750111111;Aicha vorm Wald;134,4;5,7
92750138138;Ortenburg, M;136,9;5,7
92755229160;Witzmannsberg;137,3;5,7
92755234132;Malching;135,4;5,7
92770121121;Gangkofen, M;134,4;5,7
92770126126;Johanniskirchen;135,7;5,7
92770149149;Triftern, M;133,6;5,7
92775244118;Ering;131,4;5,7
92780129129;Haibach (Landkreis Straubing-Bogen);132,4;5,7
92785248120;Falkenfels;138,7;5,7
92785250112;Aholfing;133,9;5,7
92785250117;Atting;135,2;5,7
92785256182;Salching;134,3;5,7
92790127127;Mengkofen;131,9;5,7
92790135135;Simbach, M;132,2;5,7
93710121121;Freihung, M;126,1;5,7
93715302135;Königstein, M;128;5,7
93715304131;Illschwang;136,4;5,7
93725310147;Pösing;124,7;5,7
93725312128;Gleißenberg;120,7;5,7
93725313170;Walderbach;136,1;5,7
93725318150;Rettenbach (Landkreis Cham);134,5;5,7
93730119119;Deining;138,7;5,7
93735321153;Pilsach;140,8;5,7
93745323150;Püchersreuth;130,6;5,7
93745329170;Bechtsrieth;132,8;5,7
93750143143;Hagelstadt;129;5,7
93750183183;Pfatter;135,3;5,7
93755333122;Brunn (Landkreis Regensburg);134;5,7
93755336120;Brennberg;131,3;5,7
93755337182;Pfakofen;134,3;5,7
93765339171;Teunz;131,4;5,7
93765345172;Thanstein;126,4;5,7
94715407122;Burgwindheim, M;131,1;5,7
94720197197;Waischenfeld, St;126,8;5,7
94725415133;Emtmannsberg;135;5,7
94730165165;Seßlach, St;129,4;5,7
94745422175;Wiesenthau;128,1;5,7
94745423147;Leutenbach (Landkreis Forchheim);130,1;5,7
94745426137;Hetzles;129,2;5,7
94760189189;Wilhelmsthal;121,7;5,7
94765433166;Reichenbach (Landkreis Kronach);116,3;5,7
94775438124;Kasendorf, M;127,1;5,7
95710139139;Dürrwangen, M;129,9;5,7
95710146146;Flachslanden, M;126,7;5,7
95710170170;Langfurth;131,3;5,7
95715501169;Insingen;132;5,7
95715504217;Weihenzell;135,4;5,7
95715507132;Dentlein a.Forst, M;131,2;5,7
95725510159;Vestenbergsgreuth, M;132,7;5,7
95750119119;Dietersheim;128,9;5,7
95750135135;Ipsheim, M;129,7;5,7
95755521113;Baudenbach, M;128,2;5,7
95760148148;Thalmässing, M;131;5,7
95775533122;Dittenheim;133,5;5,7
96730149149;Oberelsbach, M;124,8;5,7
96735633116;Bastheim;126,7;5,7
96735634173;Sulzfeld (Landkreis Rhön-Grabfeld);126,7;5,7
96735638136;Hollstadt;126,5;5,7
96735640160;Saal a.d.Saale, M;126,6;5,7
96735640184;Wülfershausen a.d.Saale;138,2;5,7
96740187187;Rauhenebrach;133,9;5,7
96745611190;Rentweinsdorf, M;123,2;5,7
96755618167;Seinsheim, M;126,3;5,7
96775622128;Fellen;120,9;5,7
96780192192;Wasserlosen;128;5,7
96785642130;Frankenwinheim;131,9;5,7
96790134134;Gaukönigshofen;131;5,7
96795654192;Tauberrettersheim;129,9;5,7
97710140140;Hollenbach;130;5,7
97715701155;Petersdorf (Landkreis Aichach-Friedberg);138,8;5,7
97715704149;Obergriesbach;133,7;5,7
97715704165;Sielenbach;131,5;5,7
97725709197;Scherstetten;129,6;5,7
97735718143;Laugna;129,7;5,7
97735718179;Villenbach;134,8;5,7
97740162162;Neuburg a.d.Kammel, M;125,4;5,7
97745727136;Gundremmingen;133,1;5,7
97745733198;Ziemetshausen, M;127,2;5,7
97775751155;Oberostendorf;131,8;5,7
97775753124;Eggenthal;133,9;5,7
97785758130;Egg a.d.Günz;138,5;5,7
97785758157;Kirchhaslach;131,5;5,7
97785758184;Oberschönegg;133,5;5,7
97785760158;Kirchheim i.Schw., M;128,7;5,7
97785761177;Niederrieden;144,4;5,7
97785762163;Lauben (Landkreis Unterallgäu);128,9;5,7
97785762180;Kammlach;128,1;5,7
97790178178;Marxheim;128,5;5,7
97790218218;Tapfheim;125,8;5,7
97795721117;Auhausen;135,9;5,7
97795722112;Amerdingen;127,2;5,7
97795722136;Ederheim;128,3;5,7
97795722162;Hohenaltheim;132,6;5,7
97795722184;Mönchsdeggingen;124,6;5,7
97795723167;Huisheim;133,7;5,7
97795724126;Buchdorf;134,3;5,7
100460000000;Freisen;124,1;5,7
10515169117;Tielenhemme;106,2;4,7
10515175001;Albersdorf (Kreis Dithmarschen);106,4;4,7
10535313014;Breitenfelde;110,7;4,7
10535313056;Hornbek;118,4;4,7
10535318064;Klein Pampau;114;4,7
10535323003;Aumühle;122,8;4,7
10535373027;Elmenhorst (Kreis Herzogtum Lauenburg);110,2;4,7
10535373036;Grabau (Kreis Herzogtum Lauenburg);113,8;4,7
10535373049;Hamfelde (Kreis Herzogtum Lauenburg);114,9;4,7
10535373060;Kasseburg;115,3;4,7
10535391069;Koberg;117,4;4,7
10545417100;Osterhever;121,7;4,7
10545417148;Welt;110;4,7
10545459103;Pellworm;98,3;4,7
10545488015;Borgsum;99,9;4,7
10545492032;Fresendelf;108;4,7
10545492132;Südermarsch;123,6;4,7
10545494071;Kolkerheide;104,7;4,7
10550001001;Ahrensbök;107,2;4,7
10555546027;Lensahn;101,9;4,7
10555591037;Schashagen;102,3;4,7
10565616031;Kölln-Reisiek;111,5;4,7
10565687009;Borstel-Hohenraden;114;4,7
10565690001;Appen;111,3;4,7
10565690028;Holm;112,4;4,7
10575727007;Blekendorf;108,2;4,7
10585822150;Schwedeneck;109,2;4,7
10585824058;Gettorf;107;4,7
10585853172;Westerrönfeld;108,2;4,7
10585864094;Langwedel;109,4;4,7
10585888124;Osterrönfeld;109,1;4,7
10585890030;Brekendorf;107,9;4,7
10585890039;Damendorf;112,5;4,7
10585890069;Haby;112,8;4,7
10585893174;Winnemark;111,9;4,7
10585895167;Wapelfeld;116,6;4,7
10595912107;Eggebek;105,9;4,7
10595915043;Jagel;107,7;4,7
10595937137;Langballig;111,9;4,7
10595937178;Westerholz;114,9;4,7
10595949161;Sörup;110,3;4,7
10595974074;Scheggerott;110,9;4,7
10595974094;Ulsnis;113,4;4,7
10595990147;Nieby;113,9;4,7
10605034043;Itzstedt;115,5;4,7
10605034058;Nahe;112,3;4,7
10605043054;Lentföhrden;113,8;4,7
10605048082;Struvenhütten;118,2;4,7
10605063011;Boostedt;109,5;4,7
10605086020;Fahrenkrug;110,4;4,7
10605086059;Negernbötel;111,9;4,7
10605086097;Wensin;110,8;4,7
10615104115;Wittenbergen;112,7;4,7
10615168048;Kaisborstel;108,2;4,7
10615179018;Brokdorf;108,3;4,7
10615179110;Wewelsfleth;107,2;4,7
10620023023;Großhansdorf;113,5;4,7
10625207089;Lasbek;115,4;4,7
10625207091;Steinburg;114,5;4,7
10625218078;Todendorf;112,9;4,7
10625262069;Siek;115,9;4,7
10625262071;Stapelfeld;118,6;4,7
10625270021;Grönwohld;119,6;4,7
10625270022;Großensee (Kreis Stormarn);116,1;4,7
10625270040;Köthel (Kreis Stormarn);119,5;4,7
31585407027;Schöppenstedt, Stadt;103,1;4,7
32410007007;Hemmingen, Stadt;108,6;4,7
32510047047;Weyhe;111,3;4,7
32540002002;Alfeld (Leine), Stadt;100,8;4,7
32570031031;Rinteln, Stadt;106,4;4,7
33519501501;Lohheide, gemfr. Bezirk;106;4,7
33525411046;Otterndorf, Stadt;104,2;4,7
33535401033;Tespe;115,6;4,7
33535404020;Jesteburg;116,8;4,7
33545403010;Höhbeck;106,4;4,7
33545407018;Lüchow (Wendland), Stadt;104,6;4,7
33550009009;Bleckede, Stadt;109,3;4,7
33575402015;Fintel;112,7;4,7
33575408057;Zeven, Stadt;106,5;4,7
33580008008;Bad Fallingbostel, Stadt;102,9;4,7
33585403005;Buchholz (Aller);115,7;4,7
33585403015;Lindwedel;113,7;4,7
33595403023;Harsefeld, Flecken;110,4;4,7
33595405012;Dollern;112,3;4,7
33595406026;Hollern-Twielenfleth;112,5;4,7
33595406032;Mittelnkirchen;111,2;4,7
33595406039;Steinkirchen (Landkreis Stade);110,5;4,7
33610001001;Achim, Stadt;108,8;4,7
34510002002;Bad Zwischenahn;109,5;4,7
34525401017;Marienhafe, Flecken;105,8;4,7
34560015015;Nordhorn, Stadt;104,7;4,7
34580014014;Wildeshausen, Stadt;109,8;4,7
34590004004;Bad Iburg, Stadt;110,6;4,7
34610002002;Brake (Unterweser), Stadt;97,6;4,7
51540032032;Kevelaer, Stadt;105,8;4,7
51620012012;Jüchen, Stadt;111,7;4,7
51660004004;Brüggen, Burggemeinde;110,9;4,7
51660008008;Grefrath, Sport- und Freizeitgemeinde;106,4;4,7
51660024024;Schwalmtal (Kreis Viersen);107,7;4,7
53620004004;Bedburg, Stadt;108,8;4,7
53620020020;Erftstadt, Stadt;110,2;4,7
53660040040;Weilerswist;109,6;4,7
53700004004;Erkelenz, Stadt;108,4;4,7
53700012012;Geilenkirchen, Stadt;108;4,7
53700016016;Heinsberg, Stadt;106,7;4,7
53700036036;Wassenberg, Stadt;111,1;4,7
53740008008;Engelskirchen;105,2;4,7
53740052052;Wipperfürth, Hansestadt;103,9;4,7
53780024024;Overath, Stadt;111,5;4,7
53820020020;Hennef (Sieg), Stadt;109,8;4,7
53820024024;Königswinter, Stadt;111,2;4,7
53820032032;Meckenheim, Stadt;110,4;4,7
55540020020;Gronau (Westf.), Stadt;103,5;4,7
55580016016;Dülmen, Stadt;105,5;4,7
55580036036;Olfen, Stadt;108,7;4,7
55620016016;Haltern am See, Stadt;106;4,7
55660012012;Greven, Stadt;105,6;4,7
55660076076;Rheine, Stadt;102,6;4,7
55700008008;Beckum, Stadt;102;4,7
57540012012;Halle (Westf.), Stadt;104,5;4,7
57540040040;Steinhagen (Kreis Gütersloh);104,7;4,7
57580004004;Bünde, Stadt;105,6;4,7
57580024024;Löhne, Stadt;106,1;4,7
57660040040;Lage, Stadt;102,7;4,7
59540004004;Breckerfeld, Hansestadt;108,3;4,7
64310018018;Neckarsteinach, Stadt;108,5;4,7
64320005005;Eppertshausen;109,3;4,7
64320006006;Erzhausen;109,5;4,7
64320014014;Mühltal;110,1;4,7
64320015015;Münster (Landkreis Darmstadt-Dieburg);107,4;4,7
64320020020;Roßdorf (Landkreis Darmstadt-Dieburg);108,5;4,7
64320022022;Seeheim-Jugenheim;113,8;4,7
64330004004;Gernsheim, Schöfferstadt;108,8;4,7
64330011011;Riedstadt, Büchnerstadt;109;4,7
64330013013;Stockstadt am Rhein;109,6;4,7
64340005005;Königstein im Taunus, Stadt;124,5;4,7
64340011011;Usingen, Stadt;112,8;4,7
64350026026;Schöneck;110,4;4,7
64350029029;Wächtersbach, Stadt;106,7;4,7
64370001001;Bad König, Stadt;108;4,7
64370006006;Erbach, Kreisstadt;104,2;4,7
64390014014;Schlangenbad;113,9;4,7
64400005005;Butzbach, Friedrich-Ludwig-Weidig-Stadt;105,4;4,7
65310004004;Fernwald;109,1;4,7
65310013013;Lollar, Stadt;103,2;4,7
66310017017;Künzell;107,1;4,7
66310020020;Petersberg (Landkreis Fulda);106,4;4,7
66330015015;Kaufungen;103,8;4,7
66350015015;Korbach, Hansestadt, Kreisstadt;100,8;4,7
66360001001;Bad Sooden-Allendorf, Stadt;100,8;4,7
71315001001;Adenau, Stadt;103,4;4,7
71315002040;Kirchsahr;104,3;4,7
71325010032;Flammersfeld;108;4,7
71375007218;Niederwerth;104,5;4,7
71375007224;Urbar (Landkreis Mayen-Koblenz);109,2;4,7
71385004041;Linz am Rhein, Stadt;105,1;4,7
71385007073;Unkel, Stadt;111,9;4,7
71405008144;Simmern/ Hunsrück, Stadt;102,8;4,7
71435010081;Wirges, Stadt;106,9;4,7
72320018018;Bitburg, Stadt;104,8;4,7
72335006035;Jünkerath;103,4;4,7
72355006060;Kenn;112;4,7
72355008118;Saarburg, Stadt;108,8;4,7
73200000000;Zweibrücken, Stadt;100,9;4,7
73315002018;Eich;108;4,7
73315007055;Osthofen, Stadt;105,6;4,7
73345003012;Jockgrim;114,6;4,7
73375006052;Maikammer;111,8;4,7
73380004004;Bobenheim-Roxheim;109,2;4,7
73380019019;Mutterstadt;111,6;4,7
73380025025;Schifferstadt, Stadt;110;4,7
73385008020;Neuhofen;109,6;4,7
73395002006;Bodenheim;109,5;4,7
73395002039;Nackenheim;106,1;4,7
73395006047;Ober-Olm;111;4,7
81150051051;Weil im Schönbuch;108,3;4,7
81150052052;Weissach;110,6;4,7
81155005004;Bondorf;110,1;4,7
81155005016;Gäufelden;108,3;4,7
81160076076;Aichwald;108,8;4,7
81165004046;Neuffen, Stadt;104,7;4,7
81165005020;Frickenhausen;103,2;4,7
81165007007;Baltmannsweiler;108,6;4,7
81165008070;Weilheim an der Teck, Stadt;107,4;4,7
81175006025;Gingen an der Fils;103,3;4,7
81180021021;Großbottwar, Stadt;106,5;4,7
81185001018;Gemmrigheim;105,6;4,7
81185001047;Löchgau;107,9;4,7
81185005014;Erdmannhausen;106,2;4,7
81185008073;Vaihingen an der Enz, Stadt;107,6;4,7
81195001038;Kirchberg an der Murr;104,8;4,7
81195001053;Oppenweiler;105,5;4,7
81195001083;Weissach im Tal;107,4;4,7
81195001087;Aspach (Landkreis Rems-Murr-Kreis);103,7;4,7
81255005094;Talheim (Landkreis Heilbronn);113,5;4,7
81255006066;Neckarwestheim;111,9;4,7
81255006074;Nordheim;108,3;4,7
81255008096;Untereisesheim;109,9;4,7
81255011110;Obersulm;108,1;4,7
81255012008;Beilstein, Stadt;112,2;4,7
81255012046;Ilsfeld;110,8;4,7
81255012098;Untergruppenbach;109,5;4,7
81285004115;Tauberbischofsheim, Stadt;106,8;4,7
81360042042;Lorch, Stadt (Landkreis Ostalbkreis);105,8;4,7
82150046046;Malsch (Landkreis Karlsruhe);110,9;4,7
82150106106;Waghäusel, Stadt;114,3;4,7
82155003021;Forst (Landkreis Karlsruhe);112,6;4,7
82155006066;Philippsburg, Stadt;108,9;4,7
82160008008;Bühlertal;108,9;4,7
82165005023;Iffezheim;111,1;4,7
82165007049;Sinzheim;113,6;4,7
82255007075;Osterburken, Stadt;108,2;4,7
82260107107;Hirschberg an der Bergstraße;111,1;4,7
82265004003;Altlußheim;111;4,7
82265004059;Neulußheim;111,4;4,7
82265005006;Bammental;109,8;4,7
82265006065;Rauenberg, Stadt;115;4,7
82265007099;Wilhelmsfeld;113,3;4,7
82265008085;Sinsheim, Stadt;110,9;4,7
82355004073;Unterreichenbach;106,5;4,7
82360033033;Knittlingen, Stadt;108,7;4,7
